"filename", "language", "YAML", "TypeScript", "Markdown", "JSON with Comments", "MS SQL", "Docker", "JSON", "Java", "HTML", "JavaScript", "XML", "PostCSS", "comment", "blank", "total"
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-list-box-d7a8433b-1c8cd901.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-login-form-638996c6-d985e2e5.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-login-overlay-f8a5db8a-42afc85d.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-map-d40a0116-fcfe403e.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-menu-bar-3f5ab096-66a2580d.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-message-input-996ac37c-5edc8590.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-message-list-70a435ba-cd6aa457.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-multi-select-combo-box-a3373557-1ad98980.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-notification-bd6eb776-81e37d12.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-number-field-cb3ee8b2-6178484e.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-password-field-d289cb18-ca613e5e.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-progress-bar-309ecf1f-274340d1.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-radio-group-88b5afd8-378ab685.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-rich-text-editor-8cd892f2-e72983b5.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-scroller-35e68818-0566c0ec.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-select-df6e9947-5abad914.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-side-nav-ba80d91d-fdbdb84a.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-side-nav-item-34918f92-11bed14d.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-split-layout-80c92131-355c5ade.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-spreadsheet-59d8c5ef-ed96b905.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-tab-aaf32809-efeaf406.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-tabs-d9a5e24e-4b0edac8.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-tabsheet-dd99ed9a-82f72272.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-text-area-83627ebc-b2d0cf09.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-text-field-0b3db014-9b0e4878.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-time-picker-715ec415-617e555b.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-upload-d3c162ed-5e069fb4.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-vertical-layout-ad4174c4-1b83314f.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-virtual-list-96896203-1f910dac.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\dev-bundle\webapp\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 5, 3, 26
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\java\com\hotel\booking\HotelBookingApplication.java", "Java", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 4, 13
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\AdressEmbeddable.java", "Java", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 2, 18, 73
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\Booking.java", "Java", 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 75, 59, 313
"c:\Users\vikgo\Desktop\Projekt\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\BookingCancellation.java", "Java", 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 2, 24, 110
