"filename", "language", "XML", "TypeScript", "HTML", "JSON", "JSON with Comments", "PostCSS", "Markdown", "Java", "JavaScript", "comment", "blank", "total"
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-text-field-0b3db014-9b0e4878.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-time-picker-715ec415-617e555b.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-upload-d3c162ed-5e069fb4.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-vertical-layout-ad4174c4-1b83314f.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\dev-bundle\webapp\VAADIN\build\vaadin-virtual-list-96896203-1f910dac.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\dev-bundle\webapp\index.html", "HTML", 0, 0, 18, 0, 0, 0, 0, 0, 0, 5, 3, 26
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\HotelBookingApplication.java", "Java", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 13
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\Booking.java", "Java", 0, 0, 0, 0, 0, 0, 0, 165, 0, 74, 56, 295
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\BookingCancellation.java", "Java", 0, 0, 0, 0, 0, 0, 0, 84, 0, 2, 24, 110
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\BookingExtra.java", "Java", 0, 0, 0, 0, 0, 0, 0, 75, 0, 4, 24, 103
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\BookingModification.java", "Java", 0, 0, 0, 0, 0, 0, 0, 101, 0, 2, 32, 135
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\BookingStatus.java", "Java", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 3, 11
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\ExtraTypeEnum.java", "Java", 0, 0, 0, 0, 0, 0, 0, 10, 0, 1, 1, 12
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\Feedback.java", "Java", 0, 0, 0, 0, 0, 0, 0, 92, 0, 11, 26, 129
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\Guest.java", "Java", 0, 0, 0, 0, 0, 0, 0, 83, 0, 32, 30, 145
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\Invoice.java", "Java", 0, 0, 0, 0, 0, 0, 0, 141, 0, 10, 36, 187
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\Payment.java", "Java", 0, 0, 0, 0, 0, 0, 0, 134, 0, 12, 35, 181
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\Report.java", "Java", 0, 0, 0, 0, 0, 0, 0, 55, 0, 26, 21, 102
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\Room.java", "Java", 0, 0, 0, 0, 0, 0, 0, 76, 0, 4, 21, 101
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\RoomCategory.java", "Java", 0, 0, 0, 0, 0, 0, 0, 83, 0, 4, 27, 114
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\User.java", "Java", 0, 0, 0, 0, 0, 0, 0, 117, 0, 50, 40, 207
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\entity\UserRole.java", "Java", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 6
"c:\Users\vikgo\Desktop\Projekt\repogit\Fallstudie_Hotel\Fallstudie_Hotel\src\main\java\com\hotel\booking\repository\BookingCancellationRepository.java", "Java", 0, 0, 0, 0, 0, 0, 0, 12, 0, 1, 7, 20
